,race,subrace,section,content,race FR,subrace FR,section FR,content FR,
81,aasimar,Aasimar MPMM,Celestial Resistance,You have resistance to necrotic damage and radiant damage.,aasimar,Aasimar MPMM,Résistance céleste,Vous avez une résistance aux dégâts nécrotiques et aux dégâts radiants.,
82,aasimar,Aasimar MPMM,Healing Hands,"As an action, you can touch a creature and roll a number of d4s equal to your proficiency bonus. The creature regains a number of hit points equal to the total rolled. Once you use this trait, you can't use it again until you finish a long rest.",aasimar,Aasimar MPMM,Mains guérisseuses,"En tant qu'action, vous pouvez toucher une créature et lancer un nombre de d4 égal à votre bonus de maîtrise. La créature récupère un nombre de points de vie égal au total obtenu. Une fois que vous avez utilisé ce trait, vous ne pouvez plus l'utiliser avant d'avoir terminé un repos long.",
83,aasimar,Aasimar MPMM,Light Bearer,You know the Light cantrip. Charisma is your spellcasting ability for it.,aasimar,Aasimar MPMM,Porteur de lumière,Vous connaissez le sort Lumière. Le Charisme est votre capacité à lancer des sorts pour ce sort.,
84,aasimar,Aasimar MPMM,Languages,"You can speak, read, and write Common and one other language that you and your DM agree is appropriate for your character.",aasimar,Aasimar MPMM,Langues,"Vous pouvez parler, lire et écrire le commun et une autre langue que vous et votre MD considérez comme appropriée pour votre personnage.",
85,aasimar,Aasimar MPMM,,"
d6
Celestial Feature


1
A dusting of metallic, white, or charcoal freckles


2
Metallic, luminous, or dark eyes


3
Starkly colored hair


4
An unusual hue tinting your shadow


5
A ghostly halo crowning your head


6
Rainbows gleaming on your skin

",aasimar,Aasimar MPMM,,"d6
Caractéristique céleste

1
Une poussière de taches de rousseur métalliques, blanches ou charbonneuses

2
Des yeux métalliques, lumineux ou foncés

3
Des cheveux aux couleurs vives

4
Une teinte inhabituelle teintant votre ombre

5
Un halo fantomatique couronnant votre tête

6
Des arcs-en-ciel scintillant sur votre peau",
86,aasimar,Aasimar MPMM,Radiant Soul,"Starting at 3rd level, you can use your action to unleash the divine energy within yourself, causing your eyes to glimmer and two luminous, incorporeal wings to sprout from your back.",aasimar,Aasimar MPMM,Âme rayonnante,"À partir du niveau 3, vous pouvez utiliser votre action pour libérer l'énergie divine en vous, faisant scintiller vos yeux et pousser deux ailes lumineuses et incorporelles dans votre dos.",
87,aasimar,Aasimar MPMM,Radiant Consumption,"Starting at 3rd level, you can use your action to unleash the divine energy within yourself, causing a searing light to radiate from you, pour out of your eyes and mouth, and threaten to char you.",aasimar,Aasimar MPMM,Consommation radiante,"À partir du niveau 3, vous pouvez utiliser votre action pour libérer l'énergie divine en vous, provoquant l'émission d'une lumière brûlante provenant de vous, jaillissant de vos yeux et de votre bouche, et menaçant de vous carboniser.",
88,aasimar,Aasimar MPMM,Necrotic Shroud,"Starting at 3rd level, you can use your action to unleash the divine energy within yourself, causing your eyes to turn into pools of darkness and two skeletal, ghostly, flightless wings to sprout from your back. The instant you transform, other creatures within 10 feet of you that can see you must succeed on a Charisma saving throw (DC 8 + your proficiency bonus + your Charisma modifier) or become frightened of you until the end of your next turn.",aasimar,Aasimar MPMM,Linceul nécrotique,"À partir du niveau 3, vous pouvez utiliser votre action pour libérer l'énergie divine qui sommeille en vous, transformant vos yeux en flaques de ténèbres et faisant surgir dans votre dos deux ailes squelettiques, fantomatiques et incapables de voler. Dès l'instant où vous vous transformez, les autres créatures situées à 3 mètres ou moins de vous et qui peuvent vous voir doivent réussir un jet de sauvegarde de Charisme (DD 8 + votre bonus de maîtrise + votre modificateur de Charisme) ou avoir peur de vous jusqu'à la fin de votre prochain tour.",
89,aasimar,Aasimar MPMM,Celestial Legacy,"You know the Light cantrip. Once you reach 3rd level, you can cast the Lesser Restoration spell once with this trait, and you regain the ability to do so when you finish a long rest. Once you reach 5th level, you can cast the Daylight spell once with this trait as a 3rd-level spell, and you regain the ability to do so when you finish a long rest. Charisma is your spellcasting ability for these spells.",aasimar,Aasimar MPMM,Héritage céleste,"Vous connaissez le sort Lumière. Une fois que vous avez atteint le niveau 3, vous pouvez lancer le sort Restauration mineure une fois avec ce trait, et vous récupérez la capacité de le faire lorsque vous terminez un repos long. Une fois que vous avez atteint le niveau 5, vous pouvez lancer le sort Lumière du jour une fois avec ce trait en tant que sort de niveau 3, et vous récupérez la capacité de le faire lorsque vous terminez un repos long. Le Charisme est votre capacité de lancement de sorts pour ces sorts.",
90,aasimar,Aasimar MPMM,Ability Scores,"One ability score of your choice increases by 2, and one other ability score of your choice increases by 1, or three ability scores of your choice increase by 1.",aasimar,Aasimar MPMM,Scores de capacité,"Une valeur de capacité de votre choix augmente de 2, et une autre valeur de capacité de votre choix augmente de 1, ou trois valeurs de capacité de votre choix augmentent de 1.",
91,aasimar,Aasimar MPMM,Celestial Revelation,"When you reach 3rd level, choose one of the revelation options below. Thereafter, you can use a bonus action to unleash the celestial energy within yourself, gaining the benefits of that revelation. Your transformation lasts for 1 minute or until you end it as a bonus action. Once you transform using your revelation below, you can't use it again until you finish a long rest.",aasimar,Aasimar MPMM,Révélation céleste,"Lorsque vous atteignez le niveau 3, choisissez l'une des options de révélation ci-dessous. Vous pouvez ensuite utiliser une action bonus pour libérer l'énergie céleste qui est en vous et bénéficier des avantages de cette révélation. Votre transformation dure 1 minute ou jusqu'à ce que vous la mettiez fin par une action bonus. Une fois que vous vous êtes transformé en utilisant votre révélation ci-dessous, vous ne pouvez plus l'utiliser avant d'avoir terminé un repos long.",
0,autognome,autognome,Ability Scores,"One ability score of your choice increases by 2, and one other ability score of your choice increases by 1, or three ability scores of your choice increase by 1.",autognome,autognome,Scores de capacité,"Une valeur de capacité de votre choix augmente de 2, et une autre valeur de capacité de votre choix augmente de 1, ou trois valeurs de capacité de votre choix augmentent de 1.",
1,autognome,autognome,Size,You are Small.,autognome,autognome,Taille,Tu es petit.,
2,autognome,autognome,Speed,Your base walking speed is 30 feet.,autognome,autognome,Vitesse,Votre vitesse de marche de base est de 30 pieds.,
3,autognome,autognome,Creature Type,You are a Construct.,autognome,autognome,Type de créature,Vous êtes une construction.,
4,autognome,autognome,Armored Casing,"You are encased in thin metal or some other durable material. While you aren't wearing armor, your base Armor Class is 13 + your Dexterity modifier.",autognome,autognome,Boîtier blindé,"Vous êtes enfermé dans un métal fin ou un autre matériau durable. Lorsque vous ne portez pas d'armure, votre classe d'armure de base est de 13 + votre modificateur de Dextérité.",
5,autognome,autognome,Built for Success,"You can add a d4 to one attack roll, ability check, or saving throw you make, and you can do so after seeing the d20 roll but before the effects of the roll are resolved. You can use this trait a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.",autognome,autognome,Conçu pour réussir,"Vous pouvez ajouter un d4 à un jet d'attaque, un test de caractéristique ou un jet de sauvegarde que vous effectuez, et vous pouvez le faire après avoir vu le jet de d20 mais avant que les effets du jet ne soient résolus. Vous pouvez utiliser ce trait un nombre de fois égal à votre bonus de maîtrise, et vous récupérez toutes les utilisations dépensées lorsque vous terminez un repos long.",
6,autognome,autognome,Healing Machine,"If the Mending spell is cast on you, you can spend a Hit Die, roll it, and regain a number of hit points equal to the roll plus your Constitution modifier (minimum of 1 hit point).",autognome,autognome,Machine de guérison,"Si le sort de guérison est lancé sur vous, vous pouvez dépenser un dé de vie, le lancer et regagner un nombre de points de vie égal au résultat du jet plus votre modificateur de Constitution (minimum de 1 point de vie).",
7,autognome,autognome,Mechanical Nature,"You have resistance to poison damage and immunity to disease, and you have advantage on saving throws against being paralyzed or poisoned. You don't need to eat, drink, or breathe.",autognome,autognome,Nature mécanique,"Vous êtes résistant aux dégâts de poison et immunisé contre les maladies, et vous bénéficiez d'un avantage aux jets de sauvegarde contre la paralysie ou l'empoisonnement. Vous n'avez pas besoin de manger, de boire ou de respirer.",
8,autognome,autognome,Sentry's Rest,"When you take a long rest, you spend at least 6 hours in an inactive, motionless state, instead of sleeping. In this state, you appear inert, but you remain conscious.",autognome,autognome,Repos de la sentinelle,"Lorsque vous prenez un repos prolongé, vous passez au moins 6 heures dans un état d'inactivité, d'immobilité, au lieu de dormir. Dans cet état, vous semblez inerte, mais vous restez conscient.",
9,autognome,autognome,Specialized Design,"You gain two tool proficiencies of your choice, selected from the Player's Handbook.",autognome,autognome,Conception spécialisée,"Vous obtenez deux compétences d'outils de votre choix, sélectionnées dans le Manuel du joueur.",
10,autognome,autognome,Languages,"You can speak, read, and write Common and one other language that you and your DM agree is appropriate for your character.",autognome,autognome,Langues,"Vous pouvez parler, lire et écrire le commun et une autre langue que vous et votre MD considérez comme appropriée pour votre personnage.",
11,autognome,Autognome History,Ability Scores,"One ability score of your choice increases by 2, and one other ability score of your choice increases by 1, or three ability scores of your choice increase by 1.",autognome,Histoire d'Autognome,Scores de capacité,"Une valeur de capacité de votre choix augmente de 2, et une autre valeur de capacité de votre choix augmente de 1, ou trois valeurs de capacité de votre choix augmentent de 1.",
12,autognome,Autognome History,Size,You are Small.,autognome,Histoire d'Autognome,Taille,Tu es petit.,
13,autognome,Autognome History,Speed,Your base walking speed is 30 feet.,autognome,Histoire d'Autognome,Vitesse,Votre vitesse de marche de base est de 30 pieds.,
14,autognome,Autognome History,Creature Type,You are a Construct.,autognome,Histoire d'Autognome,Type de créature,Vous êtes une construction.,
15,autognome,Autognome History,Armored Casing,"You are encased in thin metal or some other durable material. While you aren't wearing armor, your base Armor Class is 13 + your Dexterity modifier.",autognome,Histoire d'Autognome,Boîtier blindé,"Vous êtes enfermé dans un métal fin ou un autre matériau durable. Lorsque vous ne portez pas d'armure, votre classe d'armure de base est de 13 + votre modificateur de Dextérité.",
16,autognome,Autognome History,Built for Success,"You can add a d4 to one attack roll, ability check, or saving throw you make, and you can do so after seeing the d20 roll but before the effects of the roll are resolved. You can use this trait a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.",autognome,Histoire d'Autognome,Conçu pour réussir,"Vous pouvez ajouter un d4 à un jet d'attaque, un test de caractéristique ou un jet de sauvegarde que vous effectuez, et vous pouvez le faire après avoir vu le jet de d20 mais avant que les effets du jet ne soient résolus. Vous pouvez utiliser ce trait un nombre de fois égal à votre bonus de maîtrise, et vous récupérez toutes les utilisations dépensées lorsque vous terminez un repos long.",
